datetime,capital,position_value,equity
2021-01-15,632043.6287145877,544366.3940429688,1176410.0227575563
2021-01-18,632043.6287145877,549801.025390625,1181844.6541052125
2021-01-19,632043.6287145877,567916.3208007812,1199959.9495153688
2021-01-20,632043.6287145877,586031.73828125,1218075.3669958375
2021-01-21,632043.6287145877,609581.7260742188,1241625.3547888063
2021-01-22,632043.6287145877,587843.2006835938,1219886.8293981813
2021-01-25,632043.6287145877,573351.0131835938,1205394.6418981813
2021-01-26,1188151.189687455,0.0,1188151.189687455
2021-01-27,1188151.189687455,0.0,1188151.189687455
2021-01-28,1188151.189687455,0.0,1188151.189687455
2021-01-29,1188151.189687455,0.0,1188151.189687455
2021-02-01,1188151.189687455,0.0,1188151.189687455
2021-02-02,1188151.189687455,0.0,1188151.189687455
2021-02-03,1188151.189687455,0.0,1188151.189687455
2021-02-04,1188151.189687455,0.0,1188151.189687455
2021-02-05,1188151.189687455,0.0,1188151.189687455
2021-02-17,1188151.189687455,0.0,1188151.189687455
2021-02-18,1188151.189687455,0.0,1188151.189687455
2021-02-19,1188151.189687455,0.0,1188151.189687455
2021-02-22,1188151.189687455,0.0,1188151.189687455
2021-02-23,1188151.189687455,0.0,1188151.189687455
2021-02-24,1188151.189687455,0.0,1188151.189687455
2021-02-25,1188151.189687455,0.0,1188151.189687455
2021-02-26,1188151.189687455,0.0,1188151.189687455
2021-03-02,1188151.189687455,0.0,1188151.189687455
2021-03-03,1188151.189687455,0.0,1188151.189687455
2021-03-04,1188151.189687455,0.0,1188151.189687455
2021-03-05,1188151.189687455,0.0,1188151.189687455
2021-03-08,1188151.189687455,0.0,1188151.189687455
2021-03-09,1188151.189687455,0.0,1188151.189687455
2021-03-10,1188151.189687455,0.0,1188151.189687455
2021-03-11,1188151.189687455,0.0,1188151.189687455
2021-03-12,1188151.189687455,0.0,1188151.189687455
2021-03-15,1188151.189687455,0.0,1188151.189687455
2021-03-16,1188151.189687455,0.0,1188151.189687455
2021-03-17,1188151.189687455,0.0,1188151.189687455
2021-03-18,1188151.189687455,0.0,1188151.189687455
2021-03-19,1188151.189687455,0.0,1188151.189687455
2021-03-22,1188151.189687455,0.0,1188151.189687455
2021-03-23,1188151.189687455,0.0,1188151.189687455
2021-03-24,1188151.189687455,0.0,1188151.189687455
2021-03-25,1188151.189687455,0.0,1188151.189687455
2021-03-26,1188151.189687455,0.0,1188151.189687455
2021-03-29,1188151.189687455,0.0,1188151.189687455
2021-03-30,1188151.189687455,0.0,1188151.189687455
2021-03-31,1188151.189687455,0.0,1188151.189687455
2021-04-01,1188151.189687455,0.0,1188151.189687455
2021-04-07,1188151.189687455,0.0,1188151.189687455
2021-04-08,1188151.189687455,0.0,1188151.189687455
2021-04-09,1188151.189687455,0.0,1188151.189687455
2021-04-12,1188151.189687455,0.0,1188151.189687455
2021-04-13,1188151.189687455,0.0,1188151.189687455
2021-04-14,1188151.189687455,0.0,1188151.189687455
2021-04-15,1188151.189687455,0.0,1188151.189687455
2021-04-16,1188151.189687455,0.0,1188151.189687455
2021-04-19,1188151.189687455,0.0,1188151.189687455
2021-04-20,1188151.189687455,0.0,1188151.189687455
2021-04-21,1188151.189687455,0.0,1188151.189687455
2021-04-22,1188151.189687455,0.0,1188151.189687455
2021-04-23,1188151.189687455,0.0,1188151.189687455
2021-04-26,1188151.189687455,0.0,1188151.189687455
2021-04-27,1188151.189687455,0.0,1188151.189687455
2021-04-28,1188151.189687455,0.0,1188151.189687455
2021-04-29,1188151.189687455,0.0,1188151.189687455
2021-05-03,1188151.189687455,0.0,1188151.189687455
2021-05-04,1188151.189687455,0.0,1188151.189687455
2021-05-05,1188151.189687455,0.0,1188151.189687455
2021-05-06,1188151.189687455,0.0,1188151.189687455
2021-05-07,1188151.189687455,0.0,1188151.189687455
2021-05-10,1188151.189687455,0.0,1188151.189687455
2021-05-11,1188151.189687455,0.0,1188151.189687455
2021-05-12,1188151.189687455,0.0,1188151.189687455
2021-05-13,1188151.189687455,0.0,1188151.189687455
2021-05-14,1188151.189687455,0.0,1188151.189687455
2021-05-17,1188151.189687455,0.0,1188151.189687455
2021-05-18,1188151.189687455,0.0,1188151.189687455
2021-05-19,1188151.189687455,0.0,1188151.189687455
2021-05-20,1188151.189687455,0.0,1188151.189687455
2021-05-21,1188151.189687455,0.0,1188151.189687455
2021-05-24,1188151.189687455,0.0,1188151.189687455
2021-05-25,1188151.189687455,0.0,1188151.189687455
2021-05-26,1188151.189687455,0.0,1188151.189687455
2021-05-27,1188151.189687455,0.0,1188151.189687455
2021-05-28,1188151.189687455,0.0,1188151.189687455
2021-05-31,1188151.189687455,0.0,1188151.189687455
2021-06-01,1188151.189687455,0.0,1188151.189687455
2021-06-02,1188151.189687455,0.0,1188151.189687455
2021-06-03,1188151.189687455,0.0,1188151.189687455
2021-06-04,1188151.189687455,0.0,1188151.189687455
2021-06-07,1188151.189687455,0.0,1188151.189687455
2021-06-08,1188151.189687455,0.0,1188151.189687455
2021-06-09,1188151.189687455,0.0,1188151.189687455
2021-06-10,1188151.189687455,0.0,1188151.189687455
2021-06-11,1188151.189687455,0.0,1188151.189687455
2021-06-15,1188151.189687455,0.0,1188151.189687455
2021-06-16,1188151.189687455,0.0,1188151.189687455
2021-06-17,1188151.189687455,0.0,1188151.189687455
2021-06-18,1188151.189687455,0.0,1188151.189687455
2021-06-21,1188151.189687455,0.0,1188151.189687455
2021-06-22,1188151.189687455,0.0,1188151.189687455
2021-06-23,1188151.189687455,0.0,1188151.189687455
2021-06-24,1188151.189687455,0.0,1188151.189687455
2021-06-25,1188151.189687455,0.0,1188151.189687455
2021-06-28,1188151.189687455,0.0,1188151.189687455
2021-06-29,1188151.189687455,0.0,1188151.189687455
2021-06-30,1188151.189687455,0.0,1188151.189687455
2021-07-01,1188151.189687455,0.0,1188151.189687455
2021-07-02,1188151.189687455,0.0,1188151.189687455
2021-07-05,1188151.189687455,0.0,1188151.189687455
2021-07-06,1188151.189687455,0.0,1188151.189687455
2021-07-07,1188151.189687455,0.0,1188151.189687455
2021-07-08,1188151.189687455,0.0,1188151.189687455
2021-07-09,1188151.189687455,0.0,1188151.189687455
2021-07-12,1188151.189687455,0.0,1188151.189687455
2021-07-13,1188151.189687455,0.0,1188151.189687455
2021-07-14,1188151.189687455,0.0,1188151.189687455
2021-07-15,1188151.189687455,0.0,1188151.189687455
2021-07-16,1188151.189687455,0.0,1188151.189687455
2021-07-19,1188151.189687455,0.0,1188151.189687455
2021-07-20,1188151.189687455,0.0,1188151.189687455
2021-07-21,1188151.189687455,0.0,1188151.189687455
2021-07-22,1188151.189687455,0.0,1188151.189687455
2021-07-23,1188151.189687455,0.0,1188151.189687455
2021-07-26,1188151.189687455,0.0,1188151.189687455
2021-07-27,1188151.189687455,0.0,1188151.189687455
2021-07-28,1188151.189687455,0.0,1188151.189687455
2021-07-29,1188151.189687455,0.0,1188151.189687455
2021-07-30,1188151.189687455,0.0,1188151.189687455
2021-08-02,1188151.189687455,0.0,1188151.189687455
2021-08-03,1188151.189687455,0.0,1188151.189687455
2021-08-04,1188151.189687455,0.0,1188151.189687455
2021-08-05,1188151.189687455,0.0,1188151.189687455
2021-08-06,1188151.189687455,0.0,1188151.189687455
2021-08-09,1188151.189687455,0.0,1188151.189687455
2021-08-10,1188151.189687455,0.0,1188151.189687455
2021-08-11,1188151.189687455,0.0,1188151.189687455
2021-08-12,1188151.189687455,0.0,1188151.189687455
2021-08-13,1188151.189687455,0.0,1188151.189687455
2021-08-16,1188151.189687455,0.0,1188151.189687455
2021-08-17,1188151.189687455,0.0,1188151.189687455
2021-08-18,1188151.189687455,0.0,1188151.189687455
2021-08-19,1188151.189687455,0.0,1188151.189687455
2021-08-20,1188151.189687455,0.0,1188151.189687455
2021-08-23,1188151.189687455,0.0,1188151.189687455
2021-08-24,1188151.189687455,0.0,1188151.189687455
2021-08-25,1188151.189687455,0.0,1188151.189687455
2021-08-26,1188151.189687455,0.0,1188151.189687455
2021-08-27,1188151.189687455,0.0,1188151.189687455
2021-08-30,1188151.189687455,0.0,1188151.189687455
2021-08-31,1188151.189687455,0.0,1188151.189687455
2021-09-01,1188151.189687455,0.0,1188151.189687455
2021-09-02,1188151.189687455,0.0,1188151.189687455
2021-09-03,1188151.189687455,0.0,1188151.189687455
2021-09-06,33409.54645116674,1152522.216796875,1185931.7632480417
2021-09-07,33409.54645116674,1137910.2783203125,1171319.8247714792
2021-09-08,33409.54645116674,1130604.248046875,1164013.7944980417
2021-09-09,33409.54645116674,1130604.248046875,1164013.7944980417
2021-09-10,33409.54645116674,1136083.8623046875,1169493.4087558542
2021-09-13,33409.54645116674,1123298.4619140625,1156708.0083652292
2021-09-14,33409.54645116674,1119645.1416015625,1153054.6880527292
2021-09-15,1136637.9987908977,0.0,1136637.9987908977
2021-09-16,1136637.9987908977,0.0,1136637.9987908977
2021-09-17,1136637.9987908977,0.0,1136637.9987908977
2021-09-22,1136637.9987908977,0.0,1136637.9987908977
2021-09-23,1136637.9987908977,0.0,1136637.9987908977
2021-09-24,1136637.9987908977,0.0,1136637.9987908977
2021-09-27,1136637.9987908977,0.0,1136637.9987908977
2021-09-28,1136637.9987908977,0.0,1136637.9987908977
2021-09-29,1136637.9987908977,0.0,1136637.9987908977
2021-09-30,1136637.9987908977,0.0,1136637.9987908977
2021-10-01,1136637.9987908977,0.0,1136637.9987908977
2021-10-04,1136637.9987908977,0.0,1136637.9987908977
2021-10-05,1136637.9987908977,0.0,1136637.9987908977
2021-10-06,1136637.9987908977,0.0,1136637.9987908977
2021-10-07,1136637.9987908977,0.0,1136637.9987908977
2021-10-08,1136637.9987908977,0.0,1136637.9987908977
2021-10-12,1136637.9987908977,0.0,1136637.9987908977
2021-10-13,1136637.9987908977,0.0,1136637.9987908977
2021-10-14,1136637.9987908977,0.0,1136637.9987908977
2021-10-15,1136637.9987908977,0.0,1136637.9987908977
2021-10-18,1136637.9987908977,0.0,1136637.9987908977
2021-10-19,1136637.9987908977,0.0,1136637.9987908977
2021-10-20,1136637.9987908977,0.0,1136637.9987908977
2021-10-21,1136637.9987908977,0.0,1136637.9987908977
2021-10-22,1136637.9987908977,0.0,1136637.9987908977
2021-10-25,1136637.9987908977,0.0,1136637.9987908977
2021-10-26,1136637.9987908977,0.0,1136637.9987908977
2021-10-27,1136637.9987908977,0.0,1136637.9987908977
2021-10-28,1136637.9987908977,0.0,1136637.9987908977
2021-10-29,1136637.9987908977,0.0,1136637.9987908977
2021-11-01,1136637.9987908977,0.0,1136637.9987908977
2021-11-02,1136637.9987908977,0.0,1136637.9987908977
2021-11-03,1136637.9987908977,0.0,1136637.9987908977
2021-11-04,1136637.9987908977,0.0,1136637.9987908977
2021-11-05,1136637.9987908977,0.0,1136637.9987908977
2021-11-08,1136637.9987908977,0.0,1136637.9987908977
2021-11-09,1136637.9987908977,0.0,1136637.9987908977
2021-11-10,1136637.9987908977,0.0,1136637.9987908977
2021-11-11,1136637.9987908977,0.0,1136637.9987908977
2021-11-12,1136637.9987908977,0.0,1136637.9987908977
2021-11-15,1136637.9987908977,0.0,1136637.9987908977
2021-11-16,1136637.9987908977,0.0,1136637.9987908977
2021-11-17,1136637.9987908977,0.0,1136637.9987908977
2021-11-18,1136637.9987908977,0.0,1136637.9987908977
2021-11-19,1136637.9987908977,0.0,1136637.9987908977
2021-11-22,1136637.9987908977,0.0,1136637.9987908977
2021-11-23,1136637.9987908977,0.0,1136637.9987908977
2021-11-24,1136637.9987908977,0.0,1136637.9987908977
2021-11-25,1136637.9987908977,0.0,1136637.9987908977
2021-11-26,1136637.9987908977,0.0,1136637.9987908977
2021-11-29,1136637.9987908977,0.0,1136637.9987908977
2021-11-30,1136637.9987908977,0.0,1136637.9987908977
2021-12-01,1136637.9987908977,0.0,1136637.9987908977
2021-12-02,1136637.9987908977,0.0,1136637.9987908977
2021-12-03,1136637.9987908977,0.0,1136637.9987908977
2021-12-06,1136637.9987908977,0.0,1136637.9987908977
2021-12-07,1136637.9987908977,0.0,1136637.9987908977
2021-12-08,1136637.9987908977,0.0,1136637.9987908977
2021-12-09,1136637.9987908977,0.0,1136637.9987908977
2021-12-10,1136637.9987908977,0.0,1136637.9987908977
2021-12-13,1136637.9987908977,0.0,1136637.9987908977
2021-12-14,1136637.9987908977,0.0,1136637.9987908977
2021-12-15,1136637.9987908977,0.0,1136637.9987908977
2021-12-16,1136637.9987908977,0.0,1136637.9987908977
2021-12-17,1136637.9987908977,0.0,1136637.9987908977
2021-12-20,1136637.9987908977,0.0,1136637.9987908977
2021-12-21,1136637.9987908977,0.0,1136637.9987908977
2021-12-22,1136637.9987908977,0.0,1136637.9987908977
2021-12-23,1136637.9987908977,0.0,1136637.9987908977
